Video URL,Logo Detected,Detection Details
https://www.youtube.com/watch?v=mmfcg-nyCdo,True,"[('First', ('tiktok19', 'Combined', 60.3645920753479)), ('Middle', ('likee1', 'Combined', 74.76672530174255)), ('Last', ('tiktok7', 'Combined', 62.02583312988281))]"
https://www.youtube.com/watch?v=mlwdj-1KtDc,True,"[('First', ('tiktok7', 'Combined', 73.80691766738892)), ('Middle', ('tiktok7', 'Combined', 73.23786616325378)), ('Last', ('tiktok7', 'Combined', 73.44550490379333))]"
https://www.youtube.com/watch?v=USzfv-ape5A,True,"[('First', ('tiktok19', 'Combined', 60.58816909790039)), ('Middle', ('tiktok19', 'Combined', 64.07047510147095)), ('Last', ('tiktok19', 'Combined', 62.97726631164551))]"
https://www.youtube.com/watch?v=iyDyQ-Hu33I,True,"[('First', ('tiktok19', 'Combined', 60.930854082107544)), ('Middle', ('tiktok19', 'Combined', 65.25936722755432)), ('Last', ('tiktok19', 'Combined', 64.25452828407288))]"
https://www.youtube.com/watch?v=VuSqj-wc4UY,True,"[('First', ('tiktok19', 'Combined', 65.85307717323303)), ('Middle', ('likee1', 'Combined', 68.86444091796875)), ('Last', ('tiktok19', 'Combined', 66.2013590335846))]"
https://www.youtube.com/watch?v=VLfNS--k-m8,True,"[('First', ('likee1', 'Combined', 69.00150775909424)), ('Middle', ('tiktok19', 'Combined', 63.07219862937927)), ('Last', ('tiktok19', 'Combined', 66.00631475448608))]"
https://www.youtube.com/watch?v=VpKlW-ZhwlY,True,"[('First', ('tiktok19', 'Combined', 60.33616065979004)), ('Middle', ('likee1', 'Combined', 63.77536058425903)), ('Last', ('likee1', 'Combined', 70.34986615180969))]"
https://www.youtube.com/watch?v=ekpeg-gmYp0,True,"[('First', ('likee1', 'Combined', 72.72868156433105)), ('Middle', ('likee1', 'Combined', 72.39100933074951)), ('Last', ('tiktok', 'Combined', 100.0))]"
https://www.youtube.com/watch?v=fDzNj-Ube1g,True,"[('First', ('tiktok19', 'Combined', 63.03299069404602)), ('Middle', ('tiktok19', 'Combined', 61.919474601745605)), ('Last', ('tiktok19', 'Combined', 62.95527219772339))]"
https://www.youtube.com/watch?v=QQdIF-w4apM,True,"[('First', ('tiktok', 'Combined', 100.0)), ('Middle', ('likee1', 'Combined', 66.82993173599243)), ('Last', ('likee1', 'Combined', 71.19985222816467))]"
https://www.youtube.com/watch?v=xIpLa-wc5FI,True,"[('First', ('tiktok19', 'Combined', 67.51112341880798)), ('Middle', ('tiktok19', 'Combined', 67.03959107398987)), ('Last', ('tiktok19', 'Combined', 67.17880368232727))]"
https://www.youtube.com/watch?v=vGGyu-VW5Qo,True,"[('First', ('tiktok19', 'Combined', 65.06407856941223)), ('Middle', ('tiktok19', 'Combined', 61.22082471847534)), ('Last', ('tiktok19', 'Combined', 61.78287863731384))]"
https://www.youtube.com/watch?v=ssuvI-quGT4,True,"[('First', ('likee10', 'Combined', 62.856894731521606)), ('Middle', ('tiktok19', 'Combined', 63.007497787475586)), ('Last', ('tiktok19', 'Combined', 62.037646770477295))]"
https://www.youtube.com/watch?v=ZZmOp-Nwdrw,True,"[('First', ('tiktok19', 'Combined', 62.75475025177002)), ('Middle', ('tiktok19', 'Combined', 63.44342827796936)), ('Last', ('tiktok19', 'Combined', 64.41643834114075))]"
https://www.youtube.com/watch?v=FGaXS-gOg3c,True,"[('First', ('tiktok19', 'Combined', 65.59610962867737)), ('Middle', ('tiktok19', 'Combined', 63.117873668670654)), ('Last', ('tiktok19', 'Combined', 62.916576862335205))]"
https://www.youtube.com/watch?v=loNpu-TUJoE,True,"[('First', ('likee1', 'Combined', 64.28021192550659)), ('Middle', ('tiktok19', 'Combined', 60.69627404212952)), ('Last', ('tiktok19', 'Combined', 60.72742938995361))]"
https://www.youtube.com/watch?v=JPUGL-JyH74,True,"[('First', ('tiktok19', 'Combined', 63.22105526924133)), ('Middle', ('tiktok19', 'Combined', 62.05836534500122)), ('Last', ('tiktok19', 'Combined', 63.855236768722534))]"
https://www.youtube.com/watch?v=krdvi-4MMrs,True,"[('First', ('tiktok19', 'Combined', 64.18201923370361)), ('Middle', ('tiktok19', 'Combined', 63.1283700466156)), ('Last', ('tiktok7', 'Combined', 64.29944634437561))]"
https://www.youtube.com/watch?v=cIsIu-2WURc,True,"[('First', ('tiktok19', 'Combined', 65.58668613433838)), ('Middle', ('tiktok19', 'Combined', 65.39562344551086)), ('Last', ('tiktok19', 'Combined', 67.0486330986023))]"
https://www.youtube.com/watch?v=kFxsO-Vx6yU,True,"[('First', ('tiktok19', 'Combined', 62.71969676017761)), ('Middle', ('tiktok19', 'Combined', 64.02483582496643)), ('Last', ('tiktok19', 'Combined', 61.8077278137207))]"
https://www.youtube.com/watch?v=buSiQ-w0ZI8,True,"[('First', ('tiktok19', 'Combined', 67.28353500366211)), ('Middle', ('tiktok19', 'Combined', 67.3426628112793)), ('Last', ('tiktok19', 'Combined', 67.33216047286987))]"
https://www.youtube.com/watch?v=jSdUO-nSVKI,True,"[('First', ('likee10', 'Combined', 62.87524104118347)), ('Middle', ('likee10', 'Combined', 62.87558674812317)), ('Last', ('likee10', 'Combined', 62.87558674812317))]"
https://www.youtube.com/watch?v=PeuOM-pyX6Q,True,"[('First', ('likee1', 'Combined', 71.19738459587097)), ('Middle', ('tiktok7', 'Combined', 61.36801242828369)), ('Last', ('tiktok19', 'Combined', 62.4832808971405))]"
https://www.youtube.com/watch?v=bbdaJ-u6ggc,True,"[('First', ('tiktok19', 'Combined', 61.87669634819031)), ('Middle', ('tiktok19', 'Combined', 61.41027808189392)), ('Last', ('likee11', 'Combined', 70.64712643623352))]"
https://www.youtube.com/watch?v=PYyqh-Xoa9E,True,"[('First', ('tiktok19', 'Combined', 66.4152979850769)), ('Middle', ('likee1', 'Combined', 64.91649746894836)), ('Last', ('tiktok', 'Combined', 100.0))]"
https://www.youtube.com/watch?v=Dirmw-5FkOs,True,"[('First', ('tiktok19', 'Combined', 63.01695108413696)), ('Middle', ('tiktok19', 'Combined', 63.489651679992676)), ('Last', ('tiktok19', 'Combined', 63.48888278007507))]"
https://www.youtube.com/watch?v=swzFX-AUqKc,True,"[('First', ('tiktok19', 'Combined', 62.55703568458557)), ('Middle', ('tiktok19', 'Combined', 63.85810971260071)), ('Last', ('tiktok19', 'Combined', 63.66255283355713))]"
https://www.youtube.com/watch?v=mcEgU-kj8Hs,True,"[('First', ('likee10', 'Combined', 67.62101650238037)), ('Middle', ('tiktok19', 'Combined', 63.32354545593262)), ('Last', ('tiktok19', 'Combined', 63.86529803276062))]"
https://www.youtube.com/watch?v=SmPLD-prrPw,True,"[('First', ('tiktok19', 'Combined', 63.55031132698059)), ('Middle', ('tiktok19', 'Combined', 62.673670053482056)), ('Last', ('tiktok19', 'Combined', 62.38495707511902))]"
