Video URL,Logo Detected,Detection Details
https://www.youtube.com/watch?v=nezeE-04JQs,False,"[('First', ('likee13', 'ORB', 70.37037037037037)), ('Middle', ('tiktok11', 'ORB', 66.66666666666666)), ('Last', ('likee9', 'Template', 70.05040645599365))]"
https://www.youtube.com/watch?v=lcxcE-Gjxvw,False,"[('First', ('likee4', 'ORB', 74.60317460317461)), ('Middle', ('tiktok11', 'ORB', 80.0)), ('Last', ('tiktok1', 'ORB', 80.0))]"
https://www.youtube.com/watch?v=YfXjW-ORJEw,False,"[('First', ('tiktok1', 'ORB', 80.0)), ('Middle', ('tiktok11', 'ORB', 80.0)), ('Last', ('tiktok1', 'ORB', 90.0))]"
https://www.youtube.com/watch?v=OAhSl-_wJ7o,False,"[('First', ('likee13', 'ORB', 62.96296296296296)), ('Middle', ('likee4', 'ORB', 58.730158730158735)), ('Last', ('likee13', 'ORB', 62.96296296296296))]"
https://www.youtube.com/watch?v=tiNzW-iXE9U,False,"[('First', ('likee4', 'ORB', 71.42857142857143)), ('Middle', ('likee9', 'ORB', 68.75)), ('Last', ('tiktok11', 'ORB', 80.0))]"
https://www.youtube.com/watch?v=ldAAW-pqSew,False,"[('First', ('tiktok11', 'ORB', 86.66666666666667)), ('Middle', ('tiktok1', 'ORB', 80.0)), ('Last', ('likee13', 'ORB', 70.37037037037037))]"
https://www.youtube.com/watch?v=qyXes-d8yGg,False,"[('First', ('likee4', 'ORB', 76.19047619047619)), ('Middle', ('likee13', 'ORB', 77.77777777777779)), ('Last', ('tiktok1', 'ORB', 80.0))]"
https://www.youtube.com/watch?v=NUtRq-L8AJQ,True,"[('First', ('tiktok1', 'ORB', 80.0)), ('Middle', ('tiktok1', 'ORB', 80.0)), ('Last', ('tiktok1', 'ORB', 80.0))]"
https://www.youtube.com/watch?v=cUaqS-xTJt0,False,"[('First', ('likee4', 'ORB', 69.84126984126983)), ('Middle', ('likee4', 'ORB', 65.07936507936508)), ('Last', ('likee13', 'ORB', 74.07407407407408))]"
https://www.youtube.com/watch?v=RESZX-BWL3k,False,"[('First', ('likee10', 'ORB', 68.18181818181817)), ('Middle', ('likee4', 'ORB', 71.42857142857143)), ('Last', ('tiktok1', 'ORB', 80.0))]"
